Season,Week,Contestant,Result,Est_Fan_Vote,Certainty_Std,Sample_Size,Mode
2,5,Drew Lachey,Safe,0.09228231911581847,0.043887301139376646,44364,Hard
2,5,George Hamilton,Safe,0.010296657539906622,0.015283930667796748,44364,Hard
2,5,Jerry Rice,Safe,0.005097156046106018,0.010741553334544454,44364,Hard
2,5,Lisa Rinna,Safe,0.020998728750573327,0.021462223110125786,44364,Hard
2,5,Stacy Keibler,Safe,0.8705310346756944,0.05077334345619863,44364,Hard
2,5,Tia Carrere,Eliminated,0.0007941038719005042,0.002834060479814124,44364,Hard
2,6,Drew Lachey,Safe,0.46016633117037686,0.11149565192315013,24923,Hard
2,6,George Hamilton,Eliminated,0.000489965473134916,0.0023246552278885493,24923,Hard
2,6,Jerry Rice,Safe,0.009798097563271246,0.021090989860071595,24923,Hard
2,6,Lisa Rinna,Safe,0.06868240616794326,0.05677603272245661,24923,Hard
2,6,Stacy Keibler,Safe,0.4608631996252743,0.11208648948237682,24923,Hard
2,7,Drew Lachey,Safe,0.41234036781465205,0.1453529785450275,331,Hard
2,7,Jerry Rice,Safe,0.13273326902381904,0.0819828293707999,331,Hard
2,7,Lisa Rinna,Eliminated,0.07371138869575891,0.05191612110257506,331,Hard
2,7,Stacy Keibler,Safe,0.38121497446576985,0.14395950347744793,331,Hard
3,1,Emmitt Smith,Safe,0.20543667681907127,0.05512309698097229,49580,Hard
3,1,Harry Hamlin,Safe,0.006082282821391897,0.010620207246858892,49580,Hard
3,1,Jerry Springer,Safe,0.0035809503228719517,0.008025701982004712,49580,Hard
3,1,Joey Lawrence,Safe,0.045479404292850474,0.028466537412840574,49580,Hard
3,1,Mario Lopez,Safe,0.560319935584741,0.06796320599788294,49580,Hard
3,1,Monique Coleman,Safe,0.01667953135216898,0.017555338858370646,49580,Hard
3,1,Sara Evans,Safe,0.0022382087662589385,0.006498756416851402,49580,Hard
3,1,Shanna Moakler,Safe,0.01003173783002052,0.013653030326616855,49580,Hard
3,1,Tucker Carlson,Eliminated,0.00026089668014660347,0.0012931468628942784,49580,Hard
3,1,Vivica A. Fox,Safe,0.07507346982897191,0.03609349718537399,49580,Hard
3,1,Willa Ford,Safe,0.07481690570150591,0.036241351452956094,49580,Hard
3,2,Emmitt Smith,Safe,0.021187115873143966,0.014170656087355963,111,Soft
3,2,Harry Hamlin,Safe,0.0109530108318282,0.006083627592245412,111,Soft
3,2,Jerry Springer,Safe,0.0026028226066880816,0.00761065542713813,111,Soft
3,2,Joey Lawrence,Safe,0.8137820227623092,0.037146335490301385,111,Soft
3,2,Mario Lopez,Safe,0.01121915984682816,0.008899281324501266,111,Soft
3,2,Monique Coleman,Safe,0.09340911714935336,0.027384033188167588,111,Soft
3,2,Sara Evans,Safe,0.011497006026697992,0.007282890327972264,111,Soft
3,2,Shanna Moakler,Eliminated,0.0006863671402181896,0.0007592905058702823,111,Soft
3,2,Vivica A. Fox,Safe,0.02479826692328716,0.017154315076360133,111,Soft
3,2,Willa Ford,Safe,0.009865110839645735,0.013161604982918407,111,Soft
3,3,Emmitt Smith,Safe,0.0026011816309839723,0.008499723918118868,2681,Soft
3,3,Harry Hamlin,Eliminated,0.0007578858885004864,0.001293683355564673,2681,Soft
3,3,Jerry Springer,Safe,0.015681913289172206,0.01283986998872726,2681,Soft
3,3,Joey Lawrence,Safe,0.011541098507574097,0.013994331404991305,2681,Soft
3,3,Mario Lopez,Safe,0.010724104895795962,0.012960717622761492,2681,Soft
3,3,Monique Coleman,Safe,0.43075386280960126,0.06774766215948068,2681,Soft
3,3,Sara Evans,Safe,0.09045389689149524,0.03959800036110678,2681,Soft
3,3,Vivica A. Fox,Safe,0.42617728618577,0.06701725824872681,2681,Soft
3,3,Willa Ford,Safe,0.011308769901107239,0.01394891445545593,2681,Soft
3,4,Emmitt Smith,Safe,0.020262201697480827,0.021515115690364333,1761,Soft
3,4,Jerry Springer,Safe,0.02698997448871621,0.01984754267382696,1761,Soft
3,4,Joey Lawrence,Safe,0.13004323750191543,0.054899329438942594,1761,Soft
3,4,Mario Lopez,Safe,0.5302441334379429,0.07981288590308801,1761,Soft
3,4,Monique Coleman,Safe,0.020600635579112368,0.02049991068458736,1761,Soft
3,4,Sara Evans,Safe,0.004763066598933689,0.013864935144247055,1761,Soft
3,4,Vivica A. Fox,Eliminated,0.002372423688230133,0.003355709468246293,1761,Soft
3,4,Willa Ford,Safe,0.26472432700766807,0.07272963919114155,1761,Soft
3,5,Emmitt Smith,Safe,0.24559041204920098,0.08983362464344251,24486,Hard
3,5,Jerry Springer,Safe,0.0053306949153562036,0.015052949272757164,24486,Hard
3,5,Joey Lawrence,Safe,0.01304033361810967,0.023693094593170233,24486,Hard
3,5,Mario Lopez,Safe,0.24533359368723814,0.08930768297146281,24486,Hard
3,5,Monique Coleman,Safe,0.24637460476089976,0.09001291666685327,24486,Hard
3,5,Sara Evans,Eliminated,0.0001329702274538349,0.0008558426011308351,24486,Hard
3,5,Willa Ford,Eliminated,0.24419739074174546,0.08941126704229146,24486,Hard
3,7,Emmitt Smith,Safe,0.3502260583308198,0.13182919058461562,49728,Hard
3,7,Jerry Springer,Eliminated,0.0010819301846467584,0.00650584746670931,49728,Hard
3,7,Joey Lawrence,Safe,0.349920871304174,0.13193111197639779,49728,Hard
3,7,Mario Lopez,Safe,0.21618208565889324,0.11362866606580246,49728,Hard
3,7,Monique Coleman,Safe,0.08258905452146284,0.07616804526282948,49728,Hard
3,8,Emmitt Smith,Safe,0.018147523025568546,0.024352898326523823,42938,Hard
3,8,Joey Lawrence,Safe,0.018191843134104012,0.024265993158684905,42938,Hard
3,8,Mario Lopez,Safe,0.962557591177749,0.03499537673860116,42938,Hard
3,8,Monique Coleman,Eliminated,0.001103042662576181,0.0028238325159633515,42938,Hard
3,9,Emmitt Smith,Safe,0.4442055118748668,0.2080497275704207,16533,Hard
3,9,Joey Lawrence,Eliminated,0.11048379106502614,0.07803183832931222,16533,Hard
3,9,Mario Lopez,Safe,0.44531069706010346,0.20816738718049138,16533,Hard
4,2,Apolo Anton Ohno,Safe,0.2643472013454861,0.05192603219515238,2048,Soft
4,2,Billy Ray Cyrus,Safe,0.0070681360229970175,0.009698061794427743,2048,Soft
4,2,Clyde Drexler,Safe,0.0017015579144406261,0.005976297988246522,2048,Soft
4,2,Heather Mills,Safe,0.05690740112635047,0.027360758736922123,2048,Soft
4,2,Ian Ziering,Safe,0.0119574422888426,0.012671384295708358,2048,Soft
4,2,Joey Fatone,Safe,0.05507409409444677,0.026676269437984,2048,Soft
4,2,John Ratzenberger,Safe,0.0065319824092218235,0.009642294379033639,2048,Soft
4,2,Laila Ali,Safe,0.5769510787576855,0.057658387846048105,2048,Soft
4,2,Leeza Gibbons,Safe,0.006720012806357602,0.009365228672647084,2048,Soft
4,2,Paulina Porizkova,Eliminated,0.0003213826808741309,0.0006980527160337369,2048,Soft
4,2,Shandi Finnessey,Safe,0.012419710553298708,0.010276875462730142,2048,Soft
4,3,Apolo Anton Ohno,Safe,0.09292673917835609,0.05451694115661126,4536,Soft
4,3,Billy Ray Cyrus,Safe,0.023282025459955332,0.02590846143804691,4536,Soft
4,3,Clyde Drexler,Safe,0.000816260583485531,0.006328860845179801,4536,Soft
4,3,Heather Mills,Safe,0.20910312920179586,0.0730712101839244,4536,Soft
4,3,Ian Ziering,Safe,0.20718836596911228,0.07442785132414172,4536,Soft
4,3,Joey Fatone,Safe,0.2090685316543285,0.07388747266188476,4536,Soft
4,3,John Ratzenberger,Safe,0.025781881160804078,0.02326584732860046,4536,Soft
4,3,Laila Ali,Safe,0.021989165951883466,0.023886064442318375,4536,Soft
4,3,Leeza Gibbons,Safe,0.20765803590960555,0.07366021745460889,4536,Soft
4,3,Shandi Finnessey,Eliminated,0.002185864930672777,0.003396399820260582,4536,Soft
4,4,Apolo Anton Ohno,Safe,0.2242083203190615,0.06433896391720247,1844,Hard
4,4,Billy Ray Cyrus,Safe,0.022805115378049353,0.023175005405169622,1844,Hard
4,4,Clyde Drexler,Safe,0.017221571959995557,0.01463901339186846,1844,Hard
4,4,Heather Mills,Safe,0.056623883813216154,0.03540682615219798,1844,Hard
4,4,Ian Ziering,Safe,0.09031832886676487,0.042593329044565066,1844,Hard
4,4,Joey Fatone,Safe,0.5616883738261781,0.07631260875110692,1844,Hard
4,4,John Ratzenberger,Safe,0.004469904498057148,0.010044740034627278,1844,Hard
4,4,Laila Ali,Safe,0.022518248454461515,0.021867366896673703,1844,Hard
4,4,Leeza Gibbons,Eliminated,0.0001462528842166133,0.0008003836827064658,1844,Hard
4,5,Apolo Anton Ohno,Safe,0.5543633814258438,0.08409619294738244,49470,Hard
4,5,Billy Ray Cyrus,Safe,0.0046317186388384465,0.011385926364849079,49470,Hard
4,5,Clyde Drexler,Eliminated,0.0006034545505452814,0.0025130748580537736,49470,Hard
4,5,Heather Mills,Safe,0.020076380123447223,0.023663227080225044,49470,Hard
4,5,Ian Ziering,Safe,0.06117074871135918,0.04053115087567396,49470,Hard
4,5,Joey Fatone,Safe,0.0879842959022805,0.04793972151786963,49470,Hard
4,5,John Ratzenberger,Safe,0.0066139181165154465,0.013655686199754448,49470,Hard
4,5,Laila Ali,Safe,0.26455610253116396,0.07406403431180983,49470,Hard
4,6,Apolo Anton Ohno,Safe,0.34046855917561103,0.09314714886776075,54,Hard
4,6,Billy Ray Cyrus,Safe,0.03754963277280518,0.024537351801289027,54,Hard
4,6,Heather Mills,Eliminated,0.003102971468085064,0.004497973633190159,54,Hard
4,6,Ian Ziering,Safe,0.03204001383119704,0.031895755311507436,54,Hard
4,6,Joey Fatone,Safe,0.18298648666928213,0.0761258005996186,54,Hard
4,6,John Ratzenberger,Safe,0.04717039464647679,0.02459096916303576,54,Hard
4,6,Laila Ali,Safe,0.35668194143654275,0.07856790187437258,54,Hard
4,7,Apolo Anton Ohno,Safe,0.09920052674389694,0.06844202495673415,821,Hard
4,7,Billy Ray Cyrus,Safe,0.05829169795553747,0.03569768645831806,821,Hard
4,7,Ian Ziering,Safe,0.09912271037815017,0.06465730200440813,821,Hard
4,7,Joey Fatone,Safe,0.36767038842836136,0.10126162433856475,821,Hard
4,7,John Ratzenberger,Eliminated,0.003394886936262666,0.007847806552718108,821,Hard
4,7,Laila Ali,Safe,0.37231978955779194,0.10782995216897369,821,Hard
4,8,Apolo Anton Ohno,Safe,0.5813249533101004,0.12071890374045126,49492,Hard
4,8,Billy Ray Cyrus,Eliminated,0.0011441497131826006,0.00527666860768474,49492,Hard
4,8,Ian Ziering,Safe,0.026438418743041203,0.039558423353276057,49492,Hard
4,8,Joey Fatone,Safe,0.24953132673499262,0.10661872441702734,49492,Hard
4,8,Laila Ali,Safe,0.14156115149868512,0.08502420101324704,49492,Hard
4,9,Apolo Anton Ohno,Safe,0.044609956805871764,0.055829435577324955,47541,Hard
4,9,Ian Ziering,Eliminated,0.0013321644347200298,0.006130349959132501,47541,Hard
4,9,Joey Fatone,Safe,0.4769028263389104,0.1341330122505392,47541,Hard
4,9,Laila Ali,Safe,0.477155052420497,0.13394477271086477,47541,Hard
5,1,Albert Reed,Safe,0.013404663634308792,0.015347830440998309,49378,Hard
5,1,Cameron Mathison,Safe,0.013464818893280151,0.015340827542376962,49378,Hard
5,1,Floyd Mayweather Jr. ,Safe,0.0016296488909553395,0.005362059364982951,49378,Hard
5,1,Helio Castroneves,Safe,0.2312675969322202,0.05604380299121996,49378,Hard
5,1,Jane Seymour,Safe,0.11341784261167688,0.04237006141987013,49378,Hard
5,1,Jennie Garth,Safe,0.01344917080356217,0.01528257717985315,49378,Hard
5,1,Josie Maran,Eliminated,0.0001481492480236691,0.0007743627371651907,49378,Hard
5,1,Marie Osmond,Safe,0.013510851978127132,0.01538388899751645,49378,Hard
5,1,Mark Cuban,Safe,0.013333041058845026,0.015232618771537329,49378,Hard
5,1,Mel B,Safe,0.11315214911624961,0.04231438213235052,49378,Hard
5,1,Sabrina Bryan,Safe,0.4699895042016743,0.06670625847262378,49378,Hard
5,1,Wayne Newton,Safe,0.0032325626310744544,0.007615339193311712,49378,Hard
5,2,Albert Reed,Eliminated,0.0014209451999494841,0.0020637357937246846,428,Soft
5,2,Cameron Mathison,Safe,0.014291952326951263,0.016211550966766294,428,Soft
5,2,Floyd Mayweather Jr. ,Safe,0.014363050598546546,0.015516621541597197,428,Soft
5,2,Helio Castroneves,Safe,0.514334673159298,0.0664175639906802,428,Soft
5,2,Jane Seymour,Safe,0.014507387151810554,0.014962077512143613,428,Soft
5,2,Jennie Garth,Safe,0.014104657538443718,0.015438261734036752,428,Soft
5,2,Marie Osmond,Safe,0.07920581889093803,0.03701568208678431,428,Soft
5,2,Mark Cuban,Safe,0.025533449465961373,0.01409081625222268,428,Soft
5,2,Mel B,Safe,0.044730872536952515,0.025899515249081663,428,Soft
5,2,Sabrina Bryan,Safe,0.2755891093896571,0.06289068962651546,428,Soft
5,2,Wayne Newton,Safe,0.0019180837414912275,0.009851713354110109,428,Soft
5,3,Cameron Mathison,Safe,0.017642678273026565,0.023056197685366393,48927,Hard
5,3,Floyd Mayweather Jr. ,Safe,0.004932849670637652,0.0121662396077195,48927,Hard
5,3,Helio Castroneves,Safe,0.03365316205100503,0.03156553897574971,48927,Hard
5,3,Jane Seymour,Safe,0.23228009844654599,0.07429653721216788,48927,Hard
5,3,Jennie Garth,Safe,0.12175200858879945,0.05685441497965603,48927,Hard
5,3,Marie Osmond,Safe,0.12176614693315645,0.05723435692317095,48927,Hard
5,3,Mark Cuban,Safe,0.002556243008748081,0.008827587604635192,48927,Hard
5,3,Mel B,Safe,0.23227863533404117,0.07410022878815879,48927,Hard
5,3,Sabrina Bryan,Safe,0.23295855336113155,0.07466638318791732,48927,Hard
5,3,Wayne Newton,Eliminated,0.00017962433290783858,0.0008995889399817226,48927,Hard
5,4,Cameron Mathison,Safe,0.05074954180820483,0.030897979406693782,1539,Hard
5,4,Floyd Mayweather Jr. ,Eliminated,0.0003469648963900316,0.001253931137169682,1539,Hard
5,4,Helio Castroneves,Safe,0.05063345221514281,0.031172034581388005,1539,Hard
5,4,Jane Seymour,Safe,0.020268751365003675,0.019133836846491444,1539,Hard
5,4,Jennie Garth,Safe,0.050632759321510366,0.030197143891418535,1539,Hard
5,4,Marie Osmond,Safe,0.022453785081022793,0.021612940445800616,1539,Hard
5,4,Mark Cuban,Safe,0.014936261235181445,0.012688309116519029,1539,Hard
5,4,Mel B,Safe,0.02072254589932779,0.020139625725420947,1539,Hard
5,4,Sabrina Bryan,Safe,0.7692559381782168,0.05755323851313338,1539,Hard
5,5,Cameron Mathison,Safe,0.06512268677773396,0.041165522178952106,25222,Hard
5,5,Helio Castroneves,Safe,0.007616232810125885,0.014524816899397337,25222,Hard
5,5,Jane Seymour,Safe,0.06487661128284922,0.041595920544873086,25222,Hard
5,5,Jennie Garth,Safe,0.03210952561053809,0.029824164883000062,25222,Hard
5,5,Marie Osmond,Safe,0.0034108125093949464,0.00945552891001247,25222,Hard
5,5,Mark Cuban,Eliminated,0.00010971843431674115,0.0007321909117790737,25222,Hard
5,5,Mel B,Safe,0.5544421805788904,0.08381382448386737,25222,Hard
5,5,Sabrina Bryan,Safe,0.27231223199615023,0.07514494033876275,25222,Hard
5,6,Cameron Mathison,Safe,0.02248721297382814,0.0219217115309542,2061,Soft
5,6,Helio Castroneves,Safe,0.15510611906325647,0.05740706068551049,2061,Soft
5,6,Jane Seymour,Safe,0.009318313504883225,0.018289298509809693,2061,Soft
5,6,Jennie Garth,Safe,0.07046205476192742,0.040584349466163905,2061,Soft
5,6,Marie Osmond,Safe,0.024693523850602514,0.02042262284437608,2061,Soft
5,6,Mel B,Safe,0.7142996043035974,0.06995645792549417,2061,Soft
5,6,Sabrina Bryan,Eliminated,0.0036331715419047135,0.004979308583845081,2061,Soft
5,7,Cameron Mathison,Safe,0.0075199855800381875,0.015701888801573034,46701,Hard
5,7,Helio Castroneves,Safe,0.03423549822644819,0.03303107654639146,46701,Hard
5,7,Jane Seymour,Eliminated,0.00028085191861233755,0.0012393004571472474,46701,Hard
5,7,Jennie Garth,Safe,0.1617467160613482,0.0669878239675367,46701,Hard
5,7,Marie Osmond,Safe,0.03449395367475992,0.03332547396563653,46701,Hard
5,7,Mel B,Safe,0.7617229945387916,0.07771476117881757,46701,Hard
5,8,Cameron Mathison,Eliminated,0.0026308258892711474,0.004446407746324558,1194,Hard
5,8,Helio Castroneves,Safe,0.6079349754446947,0.09684842131397153,1194,Hard
5,8,Jennie Garth,Safe,0.027813934490952524,0.026562889586641127,1194,Hard
5,8,Marie Osmond,Safe,0.03266292507697573,0.028524923981455345,1194,Hard
5,8,Mel B,Safe,0.32895733909810576,0.0935793897921139,1194,Hard
5,9,Helio Castroneves,Safe,0.4589288935023309,0.1317831952806697,2086,Hard
5,9,Jennie Garth,Eliminated,0.013005315243478493,0.018667174520572122,2086,Hard
5,9,Marie Osmond,Safe,0.060171748709511044,0.049207688424082296,2086,Hard
5,9,Mel B,Safe,0.4678940425446792,0.13364101885816157,2086,Hard
6,2,Adam Carolla,Safe,0.005847455191159676,0.010475672705268462,47704,Hard
6,2,Cristian de la Fuente,Safe,0.009651207625775825,0.01350881059885388,47704,Hard
6,2,Jason Taylor,Safe,0.3103821549375531,0.06370056016370174,47704,Hard
6,2,Kristi Yamaguchi,Safe,0.309669853778,0.06378096591332136,47704,Hard
6,2,Mario,Safe,0.18901609342656744,0.05372336190363056,47704,Hard
6,2,Marissa Jaret Winokur,Safe,0.0157976861714919,0.017184674623623827,47704,Hard
6,2,Marlee Matlin,Safe,0.07009601382112184,0.035253172874431825,47704,Hard
6,2,Monica Seles,Eliminated,0.0001988475133922277,0.001149897070791419,47704,Hard
6,2,Penn Jillette,Eliminated,0.0021415013929260984,0.00631686079250154,47704,Hard
6,2,Priscilla Presley,Safe,0.01573608888232511,0.017175016035688384,47704,Hard
6,2,Shannon Elizabeth,Safe,0.07009399457347944,0.03534279264089027,47704,Hard
6,2,Steve Guttenberg,Safe,0.0013691026862094058,0.005057719451755764,47704,Hard
6,3,Adam Carolla,Safe,0.005719927778333256,0.009402877658943177,339,Hard
6,3,Cristian de la Fuente,Safe,0.10748481803724216,0.03992701751653228,339,Hard
6,3,Jason Taylor,Safe,0.021126786893039894,0.0189245163404652,339,Hard
6,3,Kristi Yamaguchi,Safe,0.5417622348194817,0.06438779156341573,339,Hard
6,3,Mario,Safe,0.005602495898787248,0.009403867484858858,339,Hard
6,3,Marissa Jaret Winokur,Safe,0.019797489369244855,0.014388971498611822,339,Hard
6,3,Marlee Matlin,Safe,0.005394534783806383,0.008520272677811821,339,Hard
6,3,Priscilla Presley,Safe,0.24424971383291685,0.056767266046775046,339,Hard
6,3,Shannon Elizabeth,Safe,0.04875063205103508,0.028960855769235964,339,Hard
6,3,Steve Guttenberg,Eliminated,0.00011136653611242656,0.0003293202528070959,339,Hard
6,4,Adam Carolla,Eliminated,0.00027271494110697037,0.0014219602661632033,49403,Hard
6,4,Cristian de la Fuente,Safe,0.053113311478969125,0.03706116138613771,49403,Hard
6,4,Jason Taylor,Safe,0.35434250433328224,0.07909954884284882,49403,Hard
6,4,Kristi Yamaguchi,Safe,0.35451121977965383,0.07925136524422834,49403,Hard
6,4,Mario,Safe,0.015138886333266948,0.020322775909410312,49403,Hard
6,4,Marissa Jaret Winokur,Safe,0.015002321639630077,0.0201350201064288,49403,Hard
6,4,Marlee Matlin,Safe,0.01491748996685277,0.0200917049738275,49403,Hard
6,4,Priscilla Presley,Safe,0.004316667736280608,0.010986738136202075,49403,Hard
6,4,Shannon Elizabeth,Safe,0.18838488379095664,0.0650007693186694,49403,Hard
6,5,Cristian de la Fuente,Safe,0.007217528975430321,0.012680217588256585,46619,Hard
6,5,Jason Taylor,Safe,0.14721144095292266,0.052031771761982246,46619,Hard
6,5,Kristi Yamaguchi,Safe,0.6710755933427324,0.06920892196740781,46619,Hard
6,5,Mario,Safe,0.14789079374264175,0.052284134709122694,46619,Hard
6,5,Marissa Jaret Winokur,Safe,0.015403686446665645,0.018323867148188698,46619,Hard
6,5,Marlee Matlin,Safe,0.0034967563714835806,0.008865920276069288,46619,Hard
6,5,Priscilla Presley,Eliminated,0.00039394506546551884,0.0011452957861859876,46619,Hard
6,5,Shannon Elizabeth,Safe,0.00731025510266633,0.012861470961173585,46619,Hard
6,6,Cristian de la Fuente,Safe,0.08009459987216457,0.047313750944577945,49211,Hard
6,6,Jason Taylor,Safe,0.009283705954261636,0.016949838689925976,49211,Hard
6,6,Kristi Yamaguchi,Safe,0.6980861264346483,0.08051334901820349,49211,Hard
6,6,Mario,Safe,0.1645308159699733,0.06477589182725367,49211,Hard
6,6,Marissa Jaret Winokur,Safe,0.0385335773496276,0.0334200337926598,49211,Hard
6,6,Marlee Matlin,Eliminated,0.000460780061240052,0.0019949337049051815,49211,Hard
6,6,Shannon Elizabeth,Safe,0.009010394358081045,0.01645506856624847,49211,Hard
6,7,Cristian de la Fuente,Safe,0.05124676479095714,0.031403256135190016,285,Hard
6,7,Jason Taylor,Safe,0.5597860338782779,0.10217894893939525,285,Hard
6,7,Kristi Yamaguchi,Safe,0.2688450145086337,0.09330686752390714,285,Hard
6,7,Mario,Safe,0.04415602294645273,0.03648457241436787,285,Hard
6,7,Marissa Jaret Winokur,Safe,0.06949264610979013,0.0524507583633275,285,Hard
6,7,Shannon Elizabeth,Eliminated,0.0064735177658884905,0.00750486637786053,285,Hard
6,8,Cristian de la Fuente,Safe,0.7759076097903117,0.07878576738148815,390,Hard
6,8,Jason Taylor,Safe,0.03395192748378218,0.029844281550051893,390,Hard
6,8,Kristi Yamaguchi,Safe,0.143965526433523,0.07033206794514374,390,Hard
6,8,Mario,Eliminated,0.006209312434173469,0.008218274891866368,390,Hard
6,8,Marissa Jaret Winokur,Safe,0.03996562385821031,0.027176086395591055,390,Hard
6,9,Cristian de la Fuente,Safe,0.2346944652884942,0.11517537468114553,49113,Hard
6,9,Jason Taylor,Safe,0.08104552001800837,0.07397336946374357,49113,Hard
6,9,Kristi Yamaguchi,Safe,0.6824211630870899,0.1271307126130829,49113,Hard
6,9,Marissa Jaret Winokur,Eliminated,0.0018388516064053431,0.008147710851574385,49113,Hard
7,1,Brooke Burke,Safe,0.5461985847721056,0.06770067687258786,49890,Hard
7,1,Cloris Leachman,Safe,0.00213163603016178,0.006418595495584521,49890,Hard
7,1,Cody Linley,Safe,0.03949292126354538,0.026543094905193906,49890,Hard
7,1,Jeffrey Ross,Eliminated,9.209682184137307e-05,0.0008107555387177868,49890,Hard
7,1,Kim Kardashian,Safe,0.010634186469845661,0.013944684483734805,49890,Hard
7,1,Lance Bass,Safe,0.07616141816374579,0.03621095222523724,49890,Hard
7,1,Maurice Greene,Safe,0.020490975829630578,0.01935665394221927,49890,Hard
7,1,Misty May-Treanor,Safe,0.05477005165979268,0.031156322720149145,49890,Hard
7,1,Rocco DiSpirito,Safe,0.005551639029865091,0.010190485253880464,49890,Hard
7,1,Susan Lucci,Safe,0.010658622632673396,0.014262740825759372,49890,Hard
7,1,Ted McGinley,Eliminated,0.010669654768281684,0.013996698681861723,49890,Hard
7,1,Toni Braxton,Safe,0.14668563629287237,0.04812190749344329,49890,Hard
7,1,Warren Sapp,Safe,0.07646257626563761,0.036237216896708814,49890,Hard
7,2,Brooke Burke,Safe,0.3235599314056186,0.07436797628542906,75,Hard
