season,week,celebrity_name,Judge_Score,Est_Fan_Vote,Place_Rank,Place_Pct,Placement_Diff,is_eliminated_this_week
2,7,Lisa Rinna,26.5,0.0737113886957589,4,4,0,1
3,1,Mario Lopez,26.0,0.560319935584741,1,1,0,0
3,1,Emmitt Smith,24.0,0.2054366768190712,2,2,0,0
3,1,Vivica A. Fox,22.0,0.0750734698289719,3,3,0,0
3,1,Willa Ford,22.0,0.0748169057015059,4,4,0,0
3,1,Joey Lawrence,21.0,0.0454794042928504,5,5,0,0
3,1,Monique Coleman,19.0,0.0166795313521689,6,6,0,0
3,1,Shanna Moakler,18.0,0.0100317378300205,7,7,0,0
3,1,Harry Hamlin,17.0,0.0060822828213918,8,8,0,0
3,1,Jerry Springer,16.0,0.0035809503228719,9,9,0,0
3,1,Sara Evans,15.0,0.0022382087662589,10,10,0,0
3,1,Tucker Carlson,12.0,0.0002608966801466,11,11,0,1
3,2,Joey Lawrence,29.0,0.8137820227623092,1,1,0,0
3,2,Monique Coleman,26.0,0.0934091171493533,2,2,0,0
3,2,Vivica A. Fox,24.0,0.0247982669232871,3,3,0,0
3,2,Emmitt Smith,24.0,0.0211871158731439,4,4,0,0
3,2,Willa Ford,23.0,0.0098651108396457,7,5,2,0
3,2,Sara Evans,21.0,0.0114970060266979,5,6,-1,0
3,2,Mario Lopez,21.0,0.0112191598468281,6,7,-1,0
3,2,Harry Hamlin,21.0,0.0109530108318282,8,8,0,0
3,2,Shanna Moakler,22.0,0.0006863671402181,9,9,0,1
3,2,Jerry Springer,19.0,0.002602822606688,10,10,0,0
3,3,Monique Coleman,27.0,0.4307538628096012,1,1,0,0
3,3,Vivica A. Fox,27.0,0.42617728618577,2,2,0,0
3,3,Sara Evans,25.0,0.0904538968914952,3,3,0,0
3,3,Joey Lawrence,22.0,0.011541098507574,4,4,0,0
3,3,Willa Ford,22.0,0.0113087699011072,5,5,0,0
3,3,Jerry Springer,21.0,0.0156819132891722,7,6,1,0
3,3,Mario Lopez,22.0,0.0107241048957959,6,7,-1,0
3,3,Harry Hamlin,22.0,0.0007578858885004,8,8,0,1
3,3,Emmitt Smith,19.0,0.0026011816309839,9,9,0,0
3,4,Mario Lopez,29.0,0.5302441334379429,1,1,0,0
3,4,Willa Ford,28.0,0.264724327007668,2,2,0,0
3,4,Joey Lawrence,27.0,0.1300432375019154,3,3,0,0
3,4,Monique Coleman,24.0,0.0206006355791123,4,4,0,0
3,4,Emmitt Smith,24.0,0.0202622016974808,5,5,0,0
3,4,Jerry Springer,22.0,0.0269899744887162,6,6,0,0
3,4,Vivica A. Fox,24.0,0.0023724236882301,7,7,0,1
3,4,Sara Evans,20.0,0.0047630665989336,8,8,0,0
3,5,Monique Coleman,27.0,0.2463746047608997,1,1,0,0
3,5,Emmitt Smith,27.0,0.2455904120492009,2,2,0,0
3,5,Mario Lopez,27.0,0.2453335936872381,3,3,0,0
3,5,Willa Ford,27.0,0.2441973907417454,4,4,0,1
3,5,Joey Lawrence,25.0,0.0130403336181096,5,5,0,0
3,5,Jerry Springer,24.0,0.0053306949153562,6,6,0,0
3,5,Sara Evans,24.0,0.0001329702274538,7,7,0,1
3,7,Emmitt Smith,28.5,0.3502260583308198,1,1,0,0
3,7,Joey Lawrence,28.5,0.349920871304174,2,2,0,0
3,7,Mario Lopez,28.0,0.2161820856588932,3,3,0,0
3,7,Monique Coleman,27.0,0.0825890545214628,4,4,0,0
3,7,Jerry Springer,23.0,0.0010819301846467,5,5,0,1
3,8,Mario Lopez,28.5,0.962557591177749,1,1,0,0
3,8,Joey Lawrence,27.0,0.018191843134104,2,2,0,0
3,8,Emmitt Smith,27.0,0.0181475230255685,3,3,0,0
3,8,Monique Coleman,26.5,0.0011030426625761,4,4,0,1
3,9,Mario Lopez,29.5,0.4453106970601034,1,1,0,0
3,9,Emmitt Smith,29.5,0.4442055118748668,2,2,0,0
3,9,Joey Lawrence,29.5,0.1104837910650261,3,3,0,1
4,2,Laila Ali,27.0,0.5769510787576855,1,1,0,0
4,2,Apolo Anton Ohno,26.0,0.2643472013454861,2,2,0,0
4,2,Heather Mills,24.0,0.0569074011263504,3,3,0,0
4,2,Joey Fatone,24.0,0.0550740940944467,4,4,0,0
4,2,Ian Ziering,22.0,0.0119574422888426,5,5,0,0
4,2,Shandi Finnessey,20.0,0.0124197105532987,8,6,2,0
4,2,Billy Ray Cyrus,21.0,0.007068136022997,6,7,-1,0
4,2,Leeza Gibbons,21.0,0.0067200128063576,7,8,-1,0
4,2,John Ratzenberger,21.0,0.0065319824092218,9,9,0,0
4,2,Paulina Porizkova,21.0,0.0003213826808741,10,10,0,1
4,2,Clyde Drexler,18.0,0.0017015579144406,11,11,0,0
4,3,Heather Mills,24.0,0.2091031292017958,1,1,0,0
4,3,Joey Fatone,24.0,0.2090685316543285,2,2,0,0
4,3,Leeza Gibbons,24.0,0.2076580359096055,3,3,0,0
4,3,Ian Ziering,24.0,0.2071883659691122,4,4,0,0
4,3,Apolo Anton Ohno,23.0,0.092926739178356,5,5,0,0
4,3,Billy Ray Cyrus,21.0,0.0232820254599553,6,6,0,0
4,3,Laila Ali,21.0,0.0219891659518834,7,7,0,0
4,3,John Ratzenberger,20.0,0.025781881160804,8,8,0,0
4,3,Shandi Finnessey,21.0,0.0021858649306727,9,9,0,1
4,3,Clyde Drexler,16.0,0.0008162605834855,10,10,0,0
4,4,Joey Fatone,28.0,0.5616883738261781,1,1,0,0
4,4,Apolo Anton Ohno,26.0,0.2242083203190615,2,2,0,0
4,4,Ian Ziering,24.0,0.0903183288667648,3,3,0,0
4,4,Heather Mills,23.0,0.0566238838132161,4,4,0,0
4,4,Billy Ray Cyrus,21.0,0.0228051153780493,5,5,0,0
4,4,Laila Ali,21.0,0.0225182484544615,6,6,0,0
4,4,Clyde Drexler,15.0,0.0172215719599955,8,7,1,0
4,4,John Ratzenberger,16.0,0.0044699044980571,7,8,-1,0
4,4,Leeza Gibbons,16.0,0.0001462528842166,9,9,0,1
4,5,Apolo Anton Ohno,30.0,0.5543633814258438,1,1,0,0
4,5,Laila Ali,28.0,0.2645561025311639,2,2,0,0
4,5,Joey Fatone,25.0,0.0879842959022805,3,3,0,0
4,5,Ian Ziering,24.0,0.0611707487113591,4,4,0,0
4,5,Heather Mills,21.0,0.0200763801234472,5,5,0,0
4,5,John Ratzenberger,18.0,0.0066139181165154,6,6,0,0
4,5,Billy Ray Cyrus,17.0,0.0046317186388384,7,7,0,0
4,5,Clyde Drexler,13.0,0.0006034545505452,8,8,0,1
4,6,Laila Ali,28.0,0.3566819414365427,1,1,0,0
4,6,Apolo Anton Ohno,28.0,0.340468559175611,2,2,0,0
4,6,Joey Fatone,27.0,0.1829864866692821,3,3,0,0
4,6,Ian Ziering,24.0,0.032040013831197,4,4,0,0
4,6,Billy Ray Cyrus,21.0,0.0375496327728051,6,5,1,0
4,6,John Ratzenberger,19.0,0.0471703946464767,5,6,-1,0
4,6,Heather Mills,23.0,0.003102971468085,7,7,0,1
4,7,Laila Ali,29.5,0.3723197895577919,1,1,0,0
4,7,Joey Fatone,29.5,0.3676703884283613,2,2,0,0
4,7,Apolo Anton Ohno,27.0,0.0992005267438969,3,3,0,0
4,7,Ian Ziering,27.0,0.0991227103781501,4,4,0,0
4,7,Billy Ray Cyrus,19.0,0.0582916979555374,5,5,0,0
4,7,John Ratzenberger,22.5,0.0033948869362626,6,6,0,1
4,8,Apolo Anton Ohno,29.0,0.5813249533101004,1,1,0,0
4,8,Joey Fatone,27.5,0.2495313267349926,2,2,0,0
4,8,Laila Ali,26.5,0.1415611514986851,3,3,0,0
4,8,Ian Ziering,23.5,0.0264384187430412,4,4,0,0
4,8,Billy Ray Cyrus,19.0,0.0011441497131826,5,5,0,1
4,9,Laila Ali,30.0,0.477155052420497,1,1,0,0
4,9,Joey Fatone,30.0,0.4769028263389104,2,2,0,0
4,9,Apolo Anton Ohno,29.5,0.0446099568058717,3,3,0,0
4,9,Ian Ziering,29.0,0.00133216443472,4,4,0,1
5,1,Sabrina Bryan,26.0,0.4699895042016743,1,1,0,0
5,1,Helio Castroneves,25.0,0.2312675969322202,2,2,0,0
5,1,Jane Seymour,24.0,0.1134178426116768,3,3,0,0
5,1,Mel B,24.0,0.1131521491162496,4,4,0,0
5,1,Marie Osmond,21.0,0.0135108519781271,5,5,0,0
5,1,Cameron Mathison,21.0,0.0134648188932801,6,6,0,0
5,1,Jennie Garth,21.0,0.0134491708035621,7,7,0,0
5,1,Albert Reed,21.0,0.0134046636343087,8,8,0,0
5,1,Mark Cuban,21.0,0.013333041058845,9,9,0,0
5,1,Wayne Newton,19.0,0.0032325626310744,10,10,0,0
5,1,Floyd Mayweather Jr.,18.0,0.0016296488909553,11,11,0,0
5,1,Josie Maran,16.0,0.0001481492480236,12,12,0,1
5,2,Helio Castroneves,27.0,0.514334673159298,1,1,0,0
5,2,Sabrina Bryan,26.0,0.2755891093896571,2,2,0,0
5,2,Marie Osmond,24.0,0.079205818890938,3,3,0,0
5,2,Mel B,23.0,0.0447308725369525,4,4,0,0
5,2,Jane Seymour,21.0,0.0145073871518105,5,5,0,0
5,2,Floyd Mayweather Jr.,21.0,0.0143630505985465,6,6,0,0
5,2,Cameron Mathison,21.0,0.0142919523269512,7,7,0,0
5,2,Jennie Garth,21.0,0.0141046575384437,8,8,0,0
5,2,Mark Cuban,18.0,0.0255334494659613,9,9,0,0
5,2,Albert Reed,21.0,0.0014209451999494,10,10,0,1
5,2,Wayne Newton,15.0,0.0019180837414912,11,11,0,0
5,3,Sabrina Bryan,27.0,0.2329585533611315,1,1,0,0
5,3,Jane Seymour,27.0,0.2322800984465459,2,2,0,0
5,3,Mel B,27.0,0.2322786353340411,3,3,0,0
5,3,Marie Osmond,26.0,0.1217661469331564,4,4,0,0
5,3,Jennie Garth,26.0,0.1217520085887994,5,5,0,0
5,3,Helio Castroneves,24.0,0.033653162051005,6,6,0,0
5,3,Cameron Mathison,23.0,0.0176426782730265,7,7,0,0
5,3,Floyd Mayweather Jr.,21.0,0.0049328496706376,8,8,0,0
5,3,Mark Cuban,20.0,0.002556243008748,9,9,0,0
5,3,Wayne Newton,18.0,0.0001796243329078,10,10,0,1
5,4,Sabrina Bryan,30.0,0.7692559381782168,1,1,0,0
5,4,Cameron Mathison,27.0,0.0507495418082048,2,2,0,0
5,4,Helio Castroneves,27.0,0.0506334522151428,3,3,0,0
5,4,Jennie Garth,27.0,0.0506327593215103,4,4,0,0
5,4,Marie Osmond,26.0,0.0224537850810227,5,5,0,0
5,4,Mel B,26.0,0.0207225458993277,6,6,0,0
5,4,Jane Seymour,26.0,0.0202687513650036,7,7,0,0
5,4,Mark Cuban,22.0,0.0149362612351814,8,8,0,0
5,4,Floyd Mayweather Jr.,23.0,0.00034696489639,9,9,0,1
5,5,Mel B,29.0,0.5544421805788904,1,1,0,0
5,5,Sabrina Bryan,28.0,0.2723122319961502,2,2,0,0
5,5,Cameron Mathison,26.0,0.0651226867777339,3,3,0,0
5,5,Jane Seymour,26.0,0.0648766112828492,4,4,0,0
5,5,Jennie Garth,25.0,0.032109525610538,5,5,0,0
5,5,Helio Castroneves,23.0,0.0076162328101258,6,6,0,0
5,5,Marie Osmond,21.0,0.0034108125093949,7,7,0,0
5,5,Mark Cuban,21.0,0.0001097184343167,8,8,0,1
5,6,Mel B,30.0,0.7142996043035974,1,1,0,0
5,6,Helio Castroneves,28.0,0.1551061190632564,2,2,0,0
5,6,Jennie Garth,27.0,0.0704620547619274,3,3,0,0
5,6,Cameron Mathison,25.0,0.0224872129738281,4,4,0,0
5,6,Marie Osmond,23.0,0.0246935238506025,5,5,0,0
5,6,Sabrina Bryan,25.0,0.0036331715419047,6,6,0,1
5,6,Jane Seymour,22.0,0.0093183135048832,7,7,0,0
5,7,Mel B,27.0,0.7617229945387916,1,1,0,0
5,7,Jennie Garth,26.5,0.1617467160613482,2,2,0,0
5,7,Marie Osmond,26.0,0.0344939536747599,3,3,0,0
5,7,Helio Castroneves,26.0,0.0342354982264481,4,4,0,0
5,7,Cameron Mathison,25.5,0.0075199855800381,5,5,0,0
5,7,Jane Seymour,25.0,0.0002808519186123,6,6,0,1
5,8,Helio Castroneves,28.5,0.6079349754446947,1,1,0,0
5,8,Mel B,28.0,0.3289573390981057,2,2,0,0
5,8,Marie Osmond,24.5,0.0326629250769757,3,3,0,0
5,8,Jennie Garth,25.0,0.0278139344909525,4,4,0,0
5,8,Cameron Mathison,25.5,0.0026308258892711,5,5,0,1
5,9,Mel B,30.0,0.4678940425446792,1,1,0,0
5,9,Helio Castroneves,30.0,0.4589288935023309,2,2,0,0
5,9,Marie Osmond,28.0,0.060171748709511,3,3,0,0
5,9,Jennie Garth,29.0,0.0130053152434784,4,4,0,1
6,2,Jason Taylor,27.0,0.3103821549375531,1,1,0,0
6,2,Kristi Yamaguchi,27.0,0.309669853778,2,2,0,0
6,2,Mario,26.0,0.1890160934265674,3,3,0,0
6,2,Marlee Matlin,24.0,0.0700960138211218,4,4,0,0
6,2,Shannon Elizabeth,24.0,0.0700939945734794,5,5,0,0
6,2,Marissa Jaret Winokur,21.0,0.0157976861714919,6,6,0,0
6,2,Priscilla Presley,21.0,0.0157360888823251,7,7,0,0
6,2,Cristian de la Fuente,20.0,0.0096512076257758,8,8,0,0
6,2,Adam Carolla,19.0,0.0058474551911596,9,9,0,0
6,2,Penn Jillette,17.0,0.002141501392926,10,10,0,1
6,2,Steve Guttenberg,16.0,0.0013691026862094,11,11,0,0
6,2,Monica Seles,15.0,0.0001988475133922,12,12,0,1
6,3,Kristi Yamaguchi,27.0,0.5417622348194817,1,1,0,0
6,3,Priscilla Presley,26.0,0.2442497138329168,2,2,0,0
6,3,Cristian de la Fuente,25.0,0.1074848180372421,3,3,0,0
6,3,Shannon Elizabeth,24.0,0.048750632051035,4,4,0,0
6,3,Jason Taylor,23.0,0.0211267868930398,5,5,0,0
6,3,Marissa Jaret Winokur,19.0,0.0197974893692448,9,6,3,0
6,3,Adam Carolla,21.0,0.0057199277783332,6,7,-1,0
6,3,Mario,21.0,0.0056024958987872,7,8,-1,0
6,3,Marlee Matlin,21.0,0.0053945347838063,8,9,-1,0
6,3,Steve Guttenberg,21.0,0.0001113665361124,10,10,0,1
6,4,Kristi Yamaguchi,29.0,0.3545112197796538,1,1,0,0
6,4,Jason Taylor,29.0,0.3543425043332822,2,2,0,0
6,4,Shannon Elizabeth,28.0,0.1883848837909566,3,3,0,0
6,4,Cristian de la Fuente,26.0,0.0531133114789691,4,4,0,0
6,4,Mario,24.0,0.0151388863332669,5,5,0,0
6,4,Marissa Jaret Winokur,24.0,0.01500232163963,6,6,0,0
6,4,Marlee Matlin,24.0,0.0149174899668527,7,7,0,0
6,4,Priscilla Presley,22.0,0.0043166677362806,8,8,0,0
6,4,Adam Carolla,19.0,0.0002727149411069,9,9,0,1
6,5,Kristi Yamaguchi,29.0,0.6710755933427324,1,1,0,0
6,5,Mario,27.0,0.1478907937426417,2,2,0,0
6,5,Jason Taylor,27.0,0.1472114409529226,3,3,0,0
6,5,Marissa Jaret Winokur,24.0,0.0154036864466656,4,4,0,0
6,5,Shannon Elizabeth,23.0,0.0073102551026663,5,5,0,0
6,5,Cristian de la Fuente,23.0,0.0072175289754303,6,6,0,0
6,5,Marlee Matlin,22.0,0.0034967563714835,7,7,0,0
6,5,Priscilla Presley,21.0,0.0003939450654655,8,8,0,1
6,6,Kristi Yamaguchi,30.0,0.6980861264346483,1,1,0,0
6,6,Mario,28.0,0.1645308159699733,2,2,0,0
6,6,Cristian de la Fuente,27.0,0.0800945998721645,3,3,0,0
6,6,Marissa Jaret Winokur,26.0,0.0385335773496276,4,4,0,0
6,6,Jason Taylor,24.0,0.0092837059542616,5,5,0,0
6,6,Shannon Elizabeth,24.0,0.009010394358081,6,6,0,0
6,6,Marlee Matlin,21.0,0.00046078006124,7,7,0,1
6,7,Jason Taylor,27.5,0.5597860338782779,1,1,0,0
6,7,Kristi Yamaguchi,27.0,0.2688450145086337,2,2,0,0
6,7,Marissa Jaret Winokur,26.0,0.0694926461097901,3,3,0,0
6,7,Mario,25.5,0.0441560229464527,4,4,0,0
6,7,Cristian de la Fuente,23.0,0.0512467647909571,5,5,0,0
6,7,Shannon Elizabeth,25.5,0.0064735177658884,6,6,0,1
6,8,Cristian de la Fuente,28.5,0.7759076097903117,1,1,0,0
6,8,Kristi Yamaguchi,27.5,0.143965526433523,2,2,0,0
6,8,Jason Taylor,26.0,0.0339519274837821,4,3,1,0
6,8,Marissa Jaret Winokur,25.0,0.0399656238582103,3,4,-1,0
6,8,Mario,26.5,0.0062093124341734,5,5,0,1
6,9,Kristi Yamaguchi,28.5,0.6824211630870899,1,1,0,0
6,9,Cristian de la Fuente,28.0,0.2346944652884942,2,2,0,0
6,9,Jason Taylor,27.5,0.0810455200180083,3,3,0,0
6,9,Marissa Jaret Winokur,26.0,0.0018388516064053,4,4,0,1
7,1,Brooke Burke,24.5,0.5461985847721056,1,1,0,0
7,1,Toni Braxton,22.5,0.1466856362928723,2,2,0,0
7,1,Warren Sapp,21.5,0.0764625762656376,3,3,0,0
7,1,Lance Bass,21.5,0.0761614181637457,4,4,0,0
7,1,Misty May-Treanor,21.0,0.0547700516597926,5,5,0,0
7,1,Cody Linley,20.5,0.0394929212635453,6,6,0,0
7,1,Maurice Greene,19.5,0.0204909758296305,7,7,0,0
7,1,Ted McGinley,18.5,0.0106696547682816,8,8,0,1
7,1,Susan Lucci,18.5,0.0106586226326733,9,9,0,0
7,1,Kim Kardashian,18.5,0.0106341864698456,10,10,0,0
7,1,Rocco DiSpirito,17.5,0.005551639029865,11,11,0,0
7,1,Cloris Leachman,16.0,0.0021316360301617,12,12,0,0
7,1,Jeffrey Ross,12.0,9.209682184137308e-05,13,13,0,1
7,2,Brooke Burke,24.0,0.3235599314056186,1,1,0,0
7,2,Warren Sapp,24.0,0.308325986061656,2,2,0,0
7,2,Toni Braxton,23.0,0.1694539917097455,3,3,0,0
7,2,Susan Lucci,21.0,0.0448542227946762,4,4,0,0
7,2,Misty May-Treanor,21.0,0.041339263582752,5,5,0,1
7,2,Cody Linley,21.0,0.0398523596426296,6,6,0,0
7,2,Lance Bass,20.0,0.0223608796372128,7,7,0,0
7,2,Maurice Greene,19.0,0.0094038395271545,9,8,1,0
7,2,Cloris Leachman,15.0,0.0227090869042497,8,9,-1,0
7,2,Rocco DiSpirito,16.0,0.0177911985255006,10,10,0,0
7,2,Kim Kardashian,17.0,0.000349240208804,11,11,0,1
7,4,Brooke Burke,26.0,0.4157072278543917,1,1,0,0
7,4,Lance Bass,26.0,0.415539330676032,2,2,0,0
7,4,Susan Lucci,24.0,0.0811112949035244,3,3,0,0
7,4,Cody Linley,23.0,0.0363517395164666,4,4,0,0
7,4,Cloris Leachman,22.0,0.0160435561623431,5,5,0,0
7,4,Toni Braxton,22.0,0.0160279878984823,6,6,0,0
7,4,Warren Sapp,22.0,0.0158866866892408,7,7,0,0
7,4,Maurice Greene,20.0,0.0031159019587163,8,8,0,0
7,4,Rocco DiSpirito,18.0,0.0002162743407965,9,9,0,1
7,5,Brooke Burke,29.0,0.505279324783002,1,1,0,0
7,5,Cody Linley,28.0,0.2689702514037211,2,2,0,0
7,5,Maurice Greene,27.0,0.1435411488375137,3,3,0,0
7,5,Warren Sapp,25.0,0.0361516621130755,4,4,0,0
7,5,Lance Bass,21.0,0.018957920367165,5,5,0,0
7,5,Cloris Leachman,21.0,0.018092344378571,7,6,1,0
7,5,Susan Lucci,22.0,0.0086176362059724,6,7,-1,0
7,5,Toni Braxton,22.0,0.0003897119109783,8,8,0,1
7,6,Lance Bass,27.0,0.4543904086714259,1,1,0,0
7,6,Brooke Burke,26.0,0.266509617724374,2,2,0,0
7,6,Warren Sapp,25.0,0.1553449146166197,3,3,0,0
7,6,Susan Lucci,23.0,0.0528472651456167,4,4,0,0
7,6,Cody Linley,23.0,0.0525990143931006,5,5,0,0
7,6,Maurice Greene,21.0,0.0178817857967185,6,6,0,0
7,6,Cloris Leachman,15.0,0.0004269936521412,7,7,0,1
7,7,Brooke Burke,30.0,0.903447816874733,1,1,0,0
7,7,Lance Bass,25.0,0.0285366611650941,2,2,0,0
7,7,Maurice Greene,25.0,0.0279658766199339,3,3,0,0
7,7,Cody Linley,22.0,0.0255868795915705,4,4,0,0
7,7,Susan Lucci,24.0,0.0044814112224953,5,5,0,1
7,7,Warren Sapp,21.0,0.0099813545261739,6,6,0,0
7,8,Brooke Burke,27.5,0.6404453775184138,1,1,0,0
7,8,Warren Sapp,27.0,0.3269669626747959,2,2,0,0
7,8,Lance Bass,25.0,0.0219142243140169,3,3,0,0
7,8,Cody Linley,24.0,0.0100594913033796,4,4,0,0
7,8,Maurice Greene,24.0,0.0006139441893933,5,5,0,1
7,9,Lance Bass,28.5,0.959450808113222,1,1,0,0
7,9,Warren Sapp,24.5,0.019371641004171,2,2,0,0
7,9,Brooke Burke,24.5,0.0193467608859817,3,3,0,0
7,9,Cody Linley,23.0,0.0018307899966375,4,4,0,1
8,2,Gilles Marini,27.0,0.4913132171229217,1,1,0,0
8,2,Melissa Rycroft,26.0,0.2830045381617117,2,2,0,0
8,2,Shawn Johnson,24.0,0.0921508380191397,3,3,0,0
8,2,Lil' Kim,23.0,0.0540677256302468,4,4,0,0
8,2,Denise Richards,21.0,0.0171157476965787,5,5,0,0
8,2,Chuck Wicks,20.0,0.0112865699672822,6,6,0,0
8,2,Lawrence Taylor,20.0,0.0108491052419607,7,7,0,0
8,2,Ty Murray,20.0,0.0097502100190512,8,8,0,0
8,2,David Alan Grier,17.0,0.0118839458630537,9,9,0,0
8,2,Steve Wozniak,17.0,0.0108854434547998,10,10,0,0
8,2,Holly Madison,18.0,0.0055726755926923,11,11,0,0
8,2,Belinda Carlisle,18.0,0.0003934022021392,12,12,0,1
8,2,Steve-O,14.0,0.0017265810284213,13,13,0,0
8,3,Melissa Rycroft,27.0,0.2284002757068351,1,1,0,0
8,3,Gilles Marini,27.0,0.226672718357721,2,2,0,0
8,3,Shawn Johnson,27.0,0.2256494458199618,3,3,0,0
8,3,Lil' Kim,25.0,0.1055082083364766,4,4,0,0
8,3,David Alan Grier,24.0,0.07363787440068,5,5,0,0
8,3,Ty Murray,23.0,0.0504266873669126,6,6,0,0
8,3,Chuck Wicks,23.0,0.0494608183654879,7,7,0,0
8,3,Lawrence Taylor,20.0,0.0161264203805985,8,8,0,0
8,3,Steve-O,15.0,0.0165634430287764,9,9,0,0
8,3,Holly Madison,17.0,0.0055082519089515,10,10,0,0
8,3,Denise Richards,16.0,0.0005531157027404,11,11,0,1
8,3,Steve Wozniak,10.0,0.0014927406248566,12,12,0,0
8,4,Gilles Marini,30.0,0.394401773722678,1,1,0,0
8,4,Melissa Rycroft,29.0,0.2763823033541299,2,2,0,0
8,4,Lil' Kim,27.0,0.1363537777436602,3,3,0,0
8,4,Ty Murray,25.0,0.067031822285694,4,4,0,0
8,4,Shawn Johnson,25.0,0.0668947267263354,5,5,0,0
8,4,Chuck Wicks,22.0,0.0230527222661412,6,6,0,0
8,4,David Alan Grier,22.0,0.0230098652185732,7,7,0,0
8,4,Lawrence Taylor,19.0,0.0078975020122558,8,8,0,0
8,4,Holly Madison,16.0,0.0026782219470649,9,9,0,1
